date,h0,h1,h2,h3
2024-01-15,0.0,1.0,0.0,0.0
2023-10-18,1.0,0.0,0.0,1.0
2024-02-13,0.0,0.0,0.0,1.0
2022-02-26,0.0,1.0,0.0,0.0
2021-08-06,1.0,1.0,0.0,1.0
2022-04-21,1.0,0.0,1.0,1.0
2024-06-09,0.0,1.0,1.0,0.0
2022-03-21,0.0,0.0,0.0,1.0
2023-09-21,1.0,0.0,0.0,1.0
2019-08-24,1.0,0.0,0.0,0.0
2023-09-24,1.0,0.0,0.0,1.0
2020-04-02,0.0,0.0,1.0,1.0
2021-03-10,0.0,0.0,1.0,1.0
2023-11-17,0.0,1.0,1.0,0.0
2024-06-21,1.0,0.0,0.0,0.0
2021-11-16,0.0,1.0,1.0,0.0
2021-05-01,1.0,0.0,1.0,1.2129319e-27
2019-04-29,1.0,0.0,1.0,1.0
2024-11-15,1.0,1.0,0.0,1.0
2024-07-25,1.0,0.0,0.0,0.0
2023-12-26,0.0,1.0,0.96066916,1.9458659e-29
2021-02-14,0.0,1.0,0.0,0.0
2024-12-20,1.0,1.0,0.0,1.0
2020-02-14,0.0,0.0,0.0,7.3514475e-20
2019-07-02,1.0,0.0,0.0,1.0
2021-11-12,0.0,1.0,1.0,0.0
2022-03-25,0.0,0.0,1.0,1.0
2023-10-30,1.0,0.0,0.0,1.0
2020-04-20,1.0,0.0,1.0,1.0
2024-09-09,1.0,0.0,0.0,1.0
2021-04-18,1.0,0.0,0.0,1.0
2019-09-23,1.0,1.0,0.0,1.0
2023-01-07,0.0,1.0,1.0,0.0
2022-07-04,1.0,0.0,0.0,1.0
2019-08-15,1.0,0.0,0.0,0.0
2021-07-07,1.0,0.0,0.0,0.0
2023-05-28,1.0,0.0,0.0,0.0
2022-09-21,1.0,0.0,0.0,1.0
2023-01-04,0.0,1.0,1.0,0.0
2021-10-28,1.0,1.0,0.0,0.0
2021-05-24,1.0,1.0,0.0,0.0
2023-12-13,0.0,1.0,1.0,0.0
2023-05-19,1.0,0.0,1.0,0.0
2024-04-17,1.0,0.0,1.0,1.0
2021-11-18,0.0,1.0,1.0,0.0
2024-10-24,1.0,1.0,0.0,1.0
2023-04-22,1.0,0.0,1.0,0.0
2023-07-14,1.0,0.0,0.0,1.0
2020-07-05,1.0,0.0,0.0,0.0
2020-09-28,1.0,0.0,0.0,1.0
2024-08-31,1.0,0.0,0.0,1.0
2024-08-03,1.0,0.0,0.0,1.0
2021-07-15,1.0,0.0,0.0,0.0
2024-01-06,0.0,1.0,8.237424e-39,2.4500224e-19
2021-05-27,1.0,1.0,0.0,0.0
2020-10-06,1.0,0.0,0.0,1.0
2020-08-11,1.0,0.0,0.0,1.0
2021-11-14,0.0,1.0,1.0,0.0
2019-09-29,1.0,1.0,0.0,1.0
2023-11-27,0.0,1.0,1.0,0.0
2024-06-13,0.0,1.0,1.0,0.0
2024-09-12,1.0,0.0,0.0,1.0
2024-12-23,1.0,1.0,0.0,1.0
2023-09-17,1.0,0.0,0.0,1.0
2020-05-04,1.0,0.0,1.0,1.0
2020-02-13,0.0,0.0,0.0,0.9694931
2023-08-28,1.0,0.0,0.0,1.0
2022-12-26,0.0,1.0,1.0,0.0
2024-01-12,0.0,1.0,0.0,0.0
2023-01-23,0.0,1.0,1.0,0.0
2024-04-23,1.0,0.0,1.0,1.0
2019-06-30,1.0,0.0,0.0,1.0
2023-03-16,0.0,1.0,1.0,0.0
2019-06-28,1.0,0.0,0.0,0.0
2024-09-16,1.0,0.0,0.0,0.0
2023-11-13,1.0,1.0,0.0,0.0
2024-08-02,1.0,0.0,0.0,1.0
2024-12-28,1.0,1.0,0.0,1.0
2019-10-07,1.0,1.0,0.0,1.0
2020-05-06,1.0,0.0,1.0,1.0
2019-11-02,1.0,0.0,0.0,0.0
2021-11-11,0.0,1.0,1.0,0.0
2020-03-05,0.0,1.0,0.0,0.0
2023-12-15,0.0,1.0,1.0,0.0
2022-11-08,0.0,1.0,1.0,0.0
2024-11-22,1.0,1.0,0.0,1.0
2020-03-09,0.0,1.0,0.0,0.0
2021-10-31,0.0,1.0,0.0,0.0
2019-06-12,1.0,0.0,0.0,0.0
2022-07-20,1.0,0.0,0.0,1.0
2021-12-02,0.0,1.0,1.0,0.0
2024-06-27,1.0,0.0,0.0,0.0
2021-12-15,0.0,1.0,1.0,0.0
2022-03-12,0.0,1.0,0.0,0.006210624
2019-10-19,1.0,0.0,0.0,0.0
2023-10-15,1.0,0.0,0.0,1.0
2020-02-15,0.0,0.0,0.0,0.0
2019-06-02,1.0,1.0,0.0,0.0
2024-11-01,1.0,1.0,0.0,1.0
2020-12-04,1.4271319e-08,1.0,0.0,0.0
2019-06-10,1.0,0.0,0.0,0.0
2021-06-11,1.0,0.0,0.0,0.0
2019-06-06,1.0,0.0,0.0,0.0
2022-02-14,0.0,1.0254739e-21,0.0,1.0
2019-10-21,1.0,0.0,0.0,0.0
2021-08-17,1.0,0.0,0.0,6.243524e-19
2023-12-14,0.0,1.0,1.0,0.0
2022-09-02,1.0,0.0,0.0,1.0
2023-10-28,1.0,0.0,0.0,1.0
2019-04-25,1.0,0.0,1.0,1.0
2023-09-25,1.0,0.0,0.0,1.0
2021-04-10,1.0,0.0,1.0,1.0
2021-02-27,0.0,1.0,0.0,0.0
2022-08-29,1.0,0.0,0.0,0.0
2024-05-31,1.0,0.0,0.0,0.0
2023-09-01,1.0,0.0,0.0,1.0
2019-10-23,1.0,3.812241e-18,0.0,0.0
2023-09-03,1.0,0.0,0.0,1.0
2019-03-29,1.0,0.0,0.0,1.0
2020-03-24,0.0,0.0,1.0,1.0
2021-03-01,0.0,1.0,1.0,1.0
2023-10-27,1.0,0.0,0.0,1.0
2024-09-27,1.0,0.0,0.0,0.0
2024-09-14,1.0,0.0,0.0,1.0
2020-03-21,9.349094e-22,0.0,1.0,1.0
2020-04-29,1.0,0.0,1.0,1.0
2024-11-03,1.0,1.0,0.0,1.0
2022-08-24,1.0,0.0,0.0,0.0
2024-07-07,1.0,0.0,0.0,0.0
2021-03-03,0.0,0.0,1.0,1.0
2023-02-25,0.0,1.0,1.0,0.0
2022-03-09,0.0,1.0,0.0,0.0
2022-04-17,0.0,0.0,1.0,1.0
2020-02-19,0.0,1.0,0.0,0.0
2019-04-14,1.0,0.0,1.0,1.0
2024-01-05,0.0,1.0,5.184691e-22,1.4807325e-10
2024-04-12,1.0,0.0,1.0,1.0
2020-11-10,1.0,1.0,0.0,0.99999905
2023-08-03,1.0,0.0,0.0,1.0
2022-09-16,1.0,0.0,0.0,1.0
2023-11-16,0.0,1.0,1.0,0.0
2021-02-24,0.0,1.0,1.0,0.0
2023-03-01,0.0,1.0,1.0,0.0
2022-09-08,1.0,0.0,0.0,1.0
2021-08-07,1.0,1.0,0.0,1.0
2021-01-29,0.0,1.0,0.0,0.0
2020-08-28,1.0,0.0,0.0,0.0
2024-03-31,1.0017493e-21,0.0,1.0,1.0
2022-09-18,1.0,0.0,0.0,1.0
2024-03-27,0.0,0.0,1.0,1.0
2021-01-25,0.0,1.0,0.0,2.1886791e-38
2021-12-17,0.0,1.0,1.0,0.0
2021-12-20,0.0,1.0,1.0,0.0
2023-09-06,1.0,0.0,0.0,1.0
2020-06-04,1.0,0.0,0.0,0.0
2020-09-15,1.0,0.0,0.0,0.0
2020-11-11,1.0,1.0,0.0,0.78782725
2024-07-27,1.0,0.0,0.0,0.0
2021-10-10,1.0,0.0,0.0,0.0
2021-10-11,1.0,1.0,0.0,0.0
2020-09-26,1.0,0.0,0.0,1.0
2019-04-23,1.0,0.0,1.0,1.0
2020-06-14,1.0,0.0,0.0,0.0
2022-03-15,0.0,0.0,0.0,1.0
2020-06-27,1.0,0.0,0.0,0.0
2023-09-28,1.0,0.0,0.0,1.0
2024-09-05,1.0,0.0,0.0,1.0
2022-09-24,1.0,0.0,0.0,1.0
2019-12-16,7.4415754e-25,0.0,1.0,0.41898754
2021-10-01,1.0,0.0,0.0,0.0
2019-03-30,1.0,0.0,1.0,1.0
2024-07-08,1.0,0.0,0.0,0.0
2024-11-30,1.0,1.0,0.0,1.0
2021-12-19,0.0,1.0,1.0,0.0
2019-07-29,1.0,0.0,0.0,0.0
2020-11-20,1.0,1.0,0.0,6.112438e-11
2019-12-24,0.0,0.0,1.0,1.2077169e-06
2021-07-24,1.0,1.0,0.0,0.0
2024-09-18,1.0,0.0,0.0,0.0
2022-01-28,0.0,5.3791226e-08,1.0,1.0
2019-11-26,1.0,0.0,1.0,1.0
2021-01-18,0.0,1.0,0.0,1.5084354e-09
2021-12-04,0.0,1.0,1.0,0.0
2019-09-30,1.0,1.0,0.0,1.0
2021-12-30,0.0,1.0,1.0,0.0
2023-12-06,0.0,1.0,1.0,0.0
2021-12-28,0.0,1.0,1.0,0.0
2022-06-18,1.0,0.0,0.0,0.0
2019-09-27,1.0,1.0,0.0,1.0
2019-07-03,1.0,0.0,0.0,1.0
2019-06-15,1.0,0.0,0.0,0.0
2021-04-11,6.3083293e-12,0.0,1.0,1.0
2024-07-31,1.0,0.0,0.0,1.0
2024-05-20,1.0,0.0,0.0,0.0
2023-02-26,0.0,1.0,1.0,0.0
2022-03-18,0.0,1.0,0.0,1.0
2019-04-26,1.0,0.0,1.0,1.0
2019-12-15,2.9125558e-37,0.0,1.0,1.2636846e-05
2022-09-09,1.0,0.0,0.0,1.0
2024-04-13,1.0,0.0,1.0,1.0
2022-12-19,0.0,1.0,1.0,0.0
2021-10-15,1.0,1.0,0.0,0.0
2020-03-14,0.0,0.0,1.0,0.0
2020-04-16,1.0,0.0,1.0,1.0
2022-11-05,0.0,1.0,1.0,0.0
2022-08-10,1.0,0.0,0.0,1.0
2021-06-15,1.0,0.0,0.0,0.0
2022-01-13,5.5211418e-36,1.0,1.0,0.0013677757
2019-11-15,1.0,0.0,0.004301221,1.0
2022-08-18,1.0,0.0,0.0,0.0
2022-02-05,0.0,1.0,1.0,1.0
2023-04-24,1.0,0.0,1.0,0.0
2020-07-02,1.0,0.0,0.0,0.0
2021-09-27,1.0,0.0,0.0,0.0
2022-09-12,1.0,0.0,0.0,1.0
2021-09-06,1.0,0.0,0.0,0.0
2024-11-02,1.0,1.0,0.0,1.0
2021-07-30,1.0,0.0,0.0,0.0
2019-11-21,1.0,0.0,1.0,1.0
2021-03-02,0.0,3.6174943e-23,1.0,1.0
2024-08-08,1.0,0.0,0.0,0.0
2022-03-01,0.0,1.0,0.0,0.0
2022-02-19,0.0,1.0,0.0,0.0
2023-04-06,0.0,0.0,1.0,1.0
2023-11-08,1.0,1.0,0.0,0.0
2021-08-02,1.0,0.0,0.0,1.0
2021-07-28,1.0,0.0,0.0,0.0
2021-12-29,0.0,1.0,1.0,0.0
2024-01-13,0.0,1.0,0.0,8.154082e-37
2023-04-27,1.0,0.0,1.0,0.0
2021-02-23,0.0,1.0,1.0,0.0
2022-04-20,1.7027581e-30,0.0,1.0,1.0
2020-03-08,0.0,1.0,0.0,0.0
2024-09-10,1.0,0.0,0.0,1.0
2022-07-02,1.0,0.0,0.0,1.0
2022-12-22,0.0,1.0,1.0,0.0
2019-12-04,1.3001725e-30,0.0,1.0,1.0
2019-10-10,1.0,1.0,0.0,0.0
2024-05-03,1.0,0.0,1.0,0.0
2019-12-01,0.98992014,0.0,1.0,1.0
2022-01-27,0.0,2.3288926e-10,1.0,1.0
2020-08-19,1.0,0.0,0.0,1.0
2022-11-02,1.0,1.0,0.0,0.0
2024-01-23,0.0,1.0,0.0,6.86203e-21
2024-06-06,0.0,1.0,0.0,0.0
2021-01-14,0.0,1.0,0.0,5.166464e-16
2022-05-11,1.0,0.0,1.0,0.0
2023-06-06,1.0,0.0,0.0,0.0
2021-07-21,1.0,1.0,0.0,0.0
2024-05-07,1.0,0.0,1.0,0.0
2023-02-19,0.0,1.0,1.0,0.0
2024-11-20,1.0,1.0,0.0,1.0
2020-06-13,1.0,0.0,0.0,0.0
2023-05-29,1.0,0.0,0.0,0.0
2020-10-20,1.0,0.0,0.0,1.0
2023-12-22,0.0,1.0,0.9999994,8.68551e-36
2024-04-05,1.0,0.0,1.0,1.0
2024-12-02,1.0,1.0,0.0,1.0
2021-05-28,1.0,1.0,0.0,0.0
2023-07-30,1.0,0.0,0.0,1.0
2021-10-06,1.0,0.0,0.0,0.0
2021-11-08,0.0,1.0,1.0,0.0
2019-11-03,1.0,0.0,0.0,0.0
2024-05-25,1.0,0.0,0.0,0.0
2023-09-30,1.0,0.0,0.0,1.0
2023-03-05,0.0,1.0,1.0,0.0
2023-07-21,1.0,0.0,0.0,1.0
2023-02-06,0.0,1.0,1.0,0.0
2020-03-18,1.0,0.0,1.0,1.0
2021-01-30,0.0,1.0,0.0,0.0
2021-01-01,0.0,1.0,0.0,1.0
2019-11-19,1.0,0.0,1.0,1.0
2023-04-30,1.0,0.0,1.0,0.0
2022-07-21,1.0,0.0,0.0,1.0
2019-05-18,1.0,0.0,1.0,1.0
2020-10-29,1.0,0.0,0.0,1.0
2023-11-20,0.0,1.0,1.0,0.0
2020-10-17,1.0,0.0,0.0,1.0
2020-04-07,1.0,0.0,1.0,1.0
2021-10-04,1.0,0.0,0.0,0.0
2020-07-18,1.0,0.0,0.0,1.0
2023-05-21,1.0,0.0,1.0,0.0
2021-09-17,1.0,0.0,0.0,0.0
2024-03-11,0.0,0.0,0.0,1.0
2024-01-17,0.0,1.0,0.0,1.6118e-31
2024-06-23,1.0,0.0,0.0,0.0
2021-10-29,1.0,1.0,0.0,0.0
2023-01-15,0.0,1.0,1.0,0.0
2024-09-24,1.0,0.0,0.0,0.0
2023-09-19,1.0,0.0,0.0,1.0
2024-04-03,1.0,0.0,1.0,1.0
2019-10-28,1.0,1.0,0.0,0.0
2024-03-02,0.0,0.0,0.0,0.0
2022-09-01,1.0,0.0,0.0,0.0
2023-10-03,1.0,0.0,0.0,1.0
2023-01-14,0.0,1.0,1.0,0.0
2022-01-07,0.0,1.0,1.0,3.108567e-17
2022-07-31,1.0,0.0,0.0,1.0
2024-09-07,1.0,0.0,0.0,1.0
2019-09-20,1.0,1.0,0.0,1.0
2019-03-31,1.0,0.0,1.0,1.0
2020-11-03,1.0,0.0,0.0,1.0
2022-08-30,1.0,0.0,0.0,0.0
2019-05-22,1.0,0.0,0.0,1.0
2022-04-07,0.0,0.0,1.0,1.0
2023-04-16,0.0,0.0,1.0,1.0
2022-06-02,1.0,0.0,1.0,0.0
2021-06-08,1.0,0.0,0.0,0.0
2020-11-15,1.0,1.0,0.0,0.75355667
2020-02-16,0.0,0.0,0.0,1.7708425e-18
2023-10-20,1.0,0.0,0.0,1.0
2023-01-05,0.0,1.0,1.0,0.0
2021-01-20,0.0,1.0,0.0,2.20217e-09
2023-05-02,1.0,0.0,1.0,0.0
2020-11-04,1.0,6.944662e-37,0.0,1.0
2023-01-12,0.0,1.0,1.0,0.0
2019-05-08,1.0,0.0,1.0,1.0
2020-03-10,0.0,1.0,0.0,0.0
2022-05-31,1.0,0.0,0.0,0.0
2024-01-31,0.0,3.1743546e-25,0.0,1.0
2019-06-27,1.0,0.0,0.0,0.0
2023-12-01,0.0,1.0,1.0,0.0
2023-06-23,1.0,0.0,0.0,0.0
2024-08-21,1.0,0.0,0.0,1.0
2020-05-15,1.0,0.0,1.0,0.9882279
2019-12-10,0.0,0.0,1.0,1.0
2024-09-17,1.0,0.0,0.0,0.0
2020-08-25,1.0,0.0,0.0,0.0
2024-10-31,1.0,1.0,0.0,1.0
2022-08-02,1.0,0.0,0.0,1.0
2023-09-20,1.0,0.0,0.0,1.0
2024-07-29,1.0,0.0,0.0,0.0
2020-08-23,1.0,0.0,0.0,0.0
2023-03-08,0.0,1.0,1.0,0.0
2020-07-29,1.0,0.0,0.0,1.0
2021-05-20,0.0,0.0,1.0,0.9990258
2023-08-09,1.0,0.0,0.0,0.0
2019-07-04,1.0,0.0,0.0,1.0
2024-07-02,1.0,0.0,0.0,0.0
2023-06-18,1.0,0.0,0.0,0.0
2022-07-27,1.0,0.0,0.0,1.0
2020-01-31,0.0,0.0,1.0,1.0
2020-12-16,0.0,0.9998801,0.0,3.145561e-15
2023-10-21,1.0,0.0,0.0,1.0
2019-10-01,1.0,1.0,0.0,1.0
2020-09-29,1.0,0.0,0.0,1.0
2020-08-10,1.0,0.0,0.0,1.0
2024-06-20,1.0,1.0,0.0,0.0
2020-04-15,1.0,0.0,1.0,1.0
2023-11-10,1.0,1.0,0.0,0.0
2024-09-23,1.0,0.0,0.0,0.0
2023-06-02,1.0,0.0,0.0,0.0
2021-02-02,0.0,1.0,0.0,0.0
2024-08-25,1.0,0.0,0.0,1.0
2020-11-01,1.0,0.0,0.0,1.0
2021-03-25,0.0,0.0,1.0,1.0
2023-01-08,0.0,1.0,1.0,0.0
2021-05-02,1.0,0.0,1.0,0.0
2022-08-31,1.0,0.0,0.0,0.0
2024-11-09,1.0,1.0,0.0,1.0
2019-05-05,1.0,0.0,1.0,1.0
2023-01-29,0.0,1.0,1.0,0.0
2022-03-08,0.0,1.0,0.0,0.0
2020-06-26,1.0,0.0,0.0,0.0
2019-09-07,1.0,1.0,0.0,1.0
2024-01-19,0.0,1.0,0.0,9.304148e-39
2022-08-25,1.0,0.0,0.0,0.0
2024-07-01,1.0,0.0,0.0,0.0
2021-07-18,1.0,1.0,0.0,0.0
2024-03-24,0.0,0.0,0.0,1.0
2022-06-17,1.0,0.0,0.0,0.0
2024-12-27,1.0,1.0,0.0,1.0
2019-05-11,1.0,0.0,1.0,1.0
2019-10-06,1.0,1.0,0.0,1.0
2023-03-20,0.0,0.0,1.0,1.0
2024-04-16,0.9999999,0.0,1.0,1.0
2024-08-07,1.0,0.0,0.0,1.0
2022-02-12,0.0,0.0,5.264206e-08,1.0
2022-06-15,1.0,0.0,0.0,0.0
2020-06-24,1.0,1.0,0.0,0.0
2022-07-28,1.0,0.0,0.0,1.0
2023-12-24,0.0,1.0,1.0,0.0
2021-01-09,0.0,1.0,0.0,0.9999999
2019-05-20,1.0,0.0,0.0,1.0
2022-12-01,0.0,1.0,1.0,0.0
2024-06-30,1.0,0.0,0.0,0.0
2022-11-15,0.0,1.0,1.0,0.0
2019-08-28,1.0,0.0,0.0,0.0
2021-12-01,0.0,1.0,1.0,0.0
2024-01-08,0.0,1.0,0.0,0.0
2023-11-18,0.0,1.0,1.0,0.0
2020-11-16,1.0,1.0,0.0,0.99998534
2020-06-05,1.0,0.0,0.0,0.0
2019-12-23,0.0,0.0,1.0,0.00011205712
2021-02-17,0.0,1.0,0.0,0.0
2019-06-14,1.0,0.0,0.0,0.0
2020-03-11,0.0,7.6058636e-22,0.0,0.0
2022-04-12,0.0,0.0,1.0,1.0
2024-05-29,1.0,0.0,0.0,0.0
2019-10-22,1.0,0.0,0.0,0.0
2020-01-02,2.7508934e-28,0.0,1.0,1.2616441e-12
2024-05-02,1.0,0.0,1.0,8.5253167e-29
2023-10-06,1.0,0.0,0.0,1.0
2020-01-28,0.0,0.0,1.0,1.0
2023-05-03,1.2232966e-08,0.0,1.0,1.0749534e-22
2019-10-03,1.0,1.0,0.0,1.0
2020-08-06,1.0,0.0,0.0,1.0
2022-02-01,0.0,1.0,1.0,2.9947432e-16
2022-01-04,0.0,1.0,1.0,1.9453173e-06
2020-10-14,1.0,0.0,0.0,1.0
2023-10-17,1.0,0.0,0.0,1.0
2020-04-22,1.0,0.0,1.0,1.0
2019-07-24,1.0,0.0,0.0,0.0
2020-05-30,1.0,0.0,0.0,0.0
