date,n_obs,n_miss,nll,family,split,L,pattern
2021-05-14,80,3,0.23076999187469482,nb,chrono,6,p3_3miss
2021-06-06,80,3,0.4454704821109772,nb,chrono,6,p3_3miss
2021-06-14,80,3,0.5495484471321106,nb,chrono,6,p3_3miss
2021-07-04,80,3,0.4541841745376587,nb,chrono,6,p3_3miss
2021-07-05,80,3,0.49128445982933044,nb,chrono,6,p3_3miss
2022-03-31,80,3,0.38110315799713135,nb,chrono,6,p3_3miss
2022-04-05,80,3,0.3445284068584442,nb,chrono,6,p3_3miss
2022-04-06,80,3,0.34154635667800903,nb,chrono,6,p3_3miss
2022-04-14,80,3,0.2554660439491272,nb,chrono,6,p3_3miss
2022-04-15,80,3,0.25970709323883057,nb,chrono,6,p3_3miss
2022-04-16,80,3,0.2738131582736969,nb,chrono,6,p3_3miss
2022-04-18,80,3,0.26412782073020935,nb,chrono,6,p3_3miss
2022-04-23,80,3,0.3609596788883209,nb,chrono,6,p3_3miss
2022-04-26,80,3,0.3119491934776306,nb,chrono,6,p3_3miss
2022-04-27,80,3,0.2887279689311981,nb,chrono,6,p3_3miss
2022-04-28,80,3,0.27590370178222656,nb,chrono,6,p3_3miss
2022-04-29,80,3,0.2988031506538391,nb,chrono,6,p3_3miss
2022-05-02,80,3,0.3034021556377411,nb,chrono,6,p3_3miss
2022-05-03,80,3,0.2691291868686676,nb,chrono,6,p3_3miss
2022-05-07,80,3,0.31700026988983154,nb,chrono,6,p3_3miss
2022-05-10,80,3,0.36385366320610046,nb,chrono,6,p3_3miss
2022-05-14,80,3,0.3540278673171997,nb,chrono,6,p3_3miss
2022-05-17,80,3,0.3923969268798828,nb,chrono,6,p3_3miss
2022-06-06,80,3,0.5632319450378418,nb,chrono,6,p3_3miss
2022-06-26,80,3,0.5682486891746521,nb,chrono,6,p3_3miss
2022-06-29,80,3,0.5772311091423035,nb,chrono,6,p3_3miss
2022-06-30,80,3,0.6356632709503174,nb,chrono,6,p3_3miss
2022-07-01,80,3,0.6165634989738464,nb,chrono,6,p3_3miss
2022-07-07,80,3,0.5731315016746521,nb,chrono,6,p3_3miss
2022-07-19,80,3,0.6298640966415405,nb,chrono,6,p3_3miss
2022-10-01,52,31,0.8003069162368774,nb,chrono,6,p31_31miss
2022-10-02,52,31,0.7749812006950378,nb,chrono,6,p31_31miss
2022-10-03,52,31,0.7711939811706543,nb,chrono,6,p31_31miss
2022-10-04,52,31,0.7688113451004028,nb,chrono,6,p31_31miss
2022-10-05,52,31,0.7522071003913879,nb,chrono,6,p31_31miss
2022-10-06,52,31,0.7339292764663696,nb,chrono,6,p31_31miss
2022-10-07,52,31,0.7334235310554504,nb,chrono,6,p31_31miss
2022-10-08,52,31,0.725712239742279,nb,chrono,6,p31_31miss
2022-10-09,52,31,0.633404552936554,nb,chrono,6,p31_31miss
2022-10-10,52,31,0.5873957872390747,nb,chrono,6,p31_31miss
2022-10-11,52,31,0.5661592483520508,nb,chrono,6,p31_31miss
2022-10-12,52,31,0.5684589147567749,nb,chrono,6,p31_31miss
2022-10-13,52,31,0.5357494950294495,nb,chrono,6,p31_31miss
2022-10-14,52,31,0.535975992679596,nb,chrono,6,p31_31miss
2022-10-15,52,31,0.4954407513141632,nb,chrono,6,p31_31miss
2022-10-16,52,31,0.4801197350025177,nb,chrono,6,p31_31miss
2022-10-17,52,31,0.49196210503578186,nb,chrono,6,p31_31miss
2022-10-18,52,31,0.47343626618385315,nb,chrono,6,p31_31miss
2022-10-19,52,31,0.4795242249965668,nb,chrono,6,p31_31miss
2022-10-20,52,31,0.47026023268699646,nb,chrono,6,p31_31miss
2022-10-21,52,31,0.47317615151405334,nb,chrono,6,p31_31miss
2022-10-22,52,31,0.4700046479701996,nb,chrono,6,p31_31miss
2022-10-23,52,31,0.43739593029022217,nb,chrono,6,p31_31miss
2022-10-24,52,31,0.4396001398563385,nb,chrono,6,p31_31miss
2022-10-25,52,31,0.4658454358577728,nb,chrono,6,p31_31miss
2022-10-26,52,31,0.4400929808616638,nb,chrono,6,p31_31miss
2022-10-27,52,31,0.45483970642089844,nb,chrono,6,p31_31miss
2022-10-28,52,31,0.4461192190647125,nb,chrono,6,p31_31miss
2022-10-29,52,31,0.4216333329677582,nb,chrono,6,p31_31miss
2022-10-30,52,31,0.4186670482158661,nb,chrono,6,p31_31miss
2022-10-31,52,31,0.442545622587204,nb,chrono,6,p31_31miss
2022-12-10,52,31,0.18424540758132935,nb,chrono,6,p31_31miss
2023-06-01,80,3,0.1649549901485443,nb,chrono,6,p3_3miss
2023-07-07,80,3,0.7603394985198975,nb,chrono,6,p3_3miss
2023-07-10,80,3,0.6038861870765686,nb,chrono,6,p3_3miss
2023-07-13,80,3,0.47822698950767517,nb,chrono,6,p3_3miss
2023-07-18,80,3,0.31837812066078186,nb,chrono,6,p3_3miss
2023-07-23,80,3,0.49342653155326843,nb,chrono,6,p3_3miss
2023-08-26,80,3,0.5526068806648254,nb,chrono,6,p3_3miss
2024-02-17,29,54,0.395894855260849,nb,chrono,6,p54_54miss
2024-02-18,29,54,0.5649826526641846,nb,chrono,6,p54_54miss
2024-02-19,29,54,0.37977319955825806,nb,chrono,6,p54_54miss
2024-02-20,29,54,0.45746368169784546,nb,chrono,6,p54_54miss
2024-02-21,29,54,0.6874144077301025,nb,chrono,6,p54_54miss
2024-02-22,29,54,0.6107963919639587,nb,chrono,6,p54_54miss
2024-04-06,80,3,0.2727360129356384,nb,chrono,6,p3_3miss
2024-04-07,80,3,0.257614403963089,nb,chrono,6,p3_3miss
2024-04-14,80,3,0.24725283682346344,nb,chrono,6,p3_3miss
2024-04-18,29,54,0.246860072016716,nb,chrono,6,p54_54miss
2024-04-19,29,54,0.2380000650882721,nb,chrono,6,p54_54miss
2024-04-20,29,54,0.28575804829597473,nb,chrono,6,p54_54miss
2024-08-12,80,3,0.4188626706600189,nb,chrono,6,p3_3miss
2024-08-15,80,3,0.4641733467578888,nb,chrono,6,p3_3miss
2019-04-03,80,3,0.43934160470962524,nb,shuffled,8,p3_3miss
2019-04-08,80,3,0.37383827567100525,nb,shuffled,8,p3_3miss
2019-04-09,80,3,0.38000068068504333,nb,shuffled,8,p3_3miss
2019-05-01,80,3,0.2506375014781952,nb,shuffled,8,p3_3miss
2019-05-03,80,3,0.23939940333366394,nb,shuffled,8,p3_3miss
2019-05-04,80,3,0.23179233074188232,nb,shuffled,8,p3_3miss
2019-05-14,80,3,0.2958349585533142,nb,shuffled,8,p3_3miss
2019-06-11,80,3,0.5065333843231201,nb,shuffled,8,p3_3miss
2019-06-18,80,3,0.586712121963501,nb,shuffled,8,p3_3miss
2019-06-20,80,3,0.6000815629959106,nb,shuffled,8,p3_3miss
2019-06-22,80,3,0.5410292148590088,nb,shuffled,8,p3_3miss
2019-06-23,80,3,0.6100634336471558,nb,shuffled,8,p3_3miss
2019-06-24,80,3,0.55724036693573,nb,shuffled,8,p3_3miss
2019-07-09,80,3,0.42854762077331543,nb,shuffled,8,p3_3miss
2019-07-10,80,3,0.43398505449295044,nb,shuffled,8,p3_3miss
2019-07-12,80,3,0.39256682991981506,nb,shuffled,8,p3_3miss
2019-07-19,80,3,0.44330137968063354,nb,shuffled,8,p3_3miss
2019-07-20,80,3,0.4412803649902344,nb,shuffled,8,p3_3miss
2019-07-21,80,3,0.444505900144577,nb,shuffled,8,p3_3miss
2019-07-22,52,31,0.3476681113243103,nb,shuffled,8,p31_31miss
2019-07-23,52,31,0.3863068222999573,nb,shuffled,8,p31_31miss
2019-07-25,80,3,0.5808747410774231,nb,shuffled,8,p3_3miss
2019-07-26,80,3,0.513795793056488,nb,shuffled,8,p3_3miss
2019-07-27,52,31,0.3514745533466339,nb,shuffled,8,p31_31miss
2019-07-30,52,31,0.3224123418331146,nb,shuffled,8,p31_31miss
2019-07-31,52,31,0.3354965150356293,nb,shuffled,8,p31_31miss
2019-08-01,52,31,0.3405621349811554,nb,shuffled,8,p31_31miss
2019-08-02,52,31,0.35350722074508667,nb,shuffled,8,p31_31miss
2019-08-03,52,31,0.3591986894607544,nb,shuffled,8,p31_31miss
2019-08-04,52,31,0.3661228120326996,nb,shuffled,8,p31_31miss
2019-08-05,52,31,0.3293907344341278,nb,shuffled,8,p31_31miss
2019-08-06,52,31,0.35130542516708374,nb,shuffled,8,p31_31miss
2019-12-02,80,3,0.22790950536727905,nb,shuffled,8,p3_3miss
2019-12-08,80,3,0.2168550044298172,nb,shuffled,8,p3_3miss
2019-12-19,80,3,0.176828995347023,nb,shuffled,8,p3_3miss
2019-12-27,80,3,0.14333221316337585,nb,shuffled,8,p3_3miss
2020-01-01,80,3,0.13373549282550812,nb,shuffled,8,p3_3miss
2020-01-18,29,54,0.11987859755754471,nb,shuffled,8,p54_54miss
2020-01-19,29,54,0.10689640790224075,nb,shuffled,8,p54_54miss
2020-01-20,29,54,0.11755834519863129,nb,shuffled,8,p54_54miss
2020-01-21,29,54,0.11565856635570526,nb,shuffled,8,p54_54miss
2020-04-08,80,3,0.40406471490859985,nb,shuffled,8,p3_3miss
2020-04-09,80,3,0.3501306176185608,nb,shuffled,8,p3_3miss
2020-04-10,80,3,0.343658447265625,nb,shuffled,8,p3_3miss
2020-04-11,80,3,0.33301737904548645,nb,shuffled,8,p3_3miss
2020-04-12,80,3,0.29718804359436035,nb,shuffled,8,p3_3miss
2020-04-13,80,3,0.2891881763935089,nb,shuffled,8,p3_3miss
2020-04-14,80,3,0.317570298910141,nb,shuffled,8,p3_3miss
2020-04-19,80,3,0.24353507161140442,nb,shuffled,8,p3_3miss
2020-04-23,80,3,0.22372108697891235,nb,shuffled,8,p3_3miss
2020-04-25,80,3,0.21139010787010193,nb,shuffled,8,p3_3miss
2020-04-27,80,3,0.2199111133813858,nb,shuffled,8,p3_3miss
2020-05-03,80,3,0.21166586875915527,nb,shuffled,8,p3_3miss
2020-05-08,80,3,0.22537566721439362,nb,shuffled,8,p3_3miss
2020-05-09,80,3,0.21790003776550293,nb,shuffled,8,p3_3miss
2020-05-12,80,3,0.24127990007400513,nb,shuffled,8,p3_3miss
2020-05-13,80,3,0.24851469695568085,nb,shuffled,8,p3_3miss
2020-05-19,80,3,0.2788461744785309,nb,shuffled,8,p3_3miss
2020-05-22,80,3,0.30032387375831604,nb,shuffled,8,p3_3miss
2020-05-27,80,3,0.3859023451805115,nb,shuffled,8,p3_3miss
2020-05-28,80,3,0.418609082698822,nb,shuffled,8,p3_3miss
2020-06-07,80,3,0.36080870032310486,nb,shuffled,8,p3_3miss
2020-06-09,80,3,0.3579777181148529,nb,shuffled,8,p3_3miss
2020-06-11,80,3,0.465624064207077,nb,shuffled,8,p3_3miss
2020-06-16,80,3,0.6341554522514343,nb,shuffled,8,p3_3miss
2020-06-28,80,3,0.46123209595680237,nb,shuffled,8,p3_3miss
2020-07-16,80,3,0.42258331179618835,nb,shuffled,8,p3_3miss
2020-07-24,80,3,0.41136932373046875,nb,shuffled,8,p3_3miss
2020-08-03,80,3,0.36128202080726624,nb,shuffled,8,p3_3miss
2020-08-07,80,3,0.4175584316253662,nb,shuffled,8,p3_3miss
2020-08-09,80,3,0.33419257402420044,nb,shuffled,8,p3_3miss
2020-08-12,80,3,0.3923190236091614,nb,shuffled,8,p3_3miss
2020-08-15,80,3,0.3771924376487732,nb,shuffled,8,p3_3miss
2020-12-03,80,3,0.1887076199054718,nb,shuffled,8,p3_3miss
2020-12-12,80,3,0.18091271817684174,nb,shuffled,8,p3_3miss
2021-05-04,80,3,0.2483118325471878,nb,shuffled,8,p3_3miss
2021-05-13,80,3,0.2545092701911926,nb,shuffled,8,p3_3miss
2021-05-14,80,3,0.2456444501876831,nb,shuffled,8,p3_3miss
2021-06-06,80,3,0.44954410195350647,nb,shuffled,8,p3_3miss
2021-06-14,80,3,0.5037526488304138,nb,shuffled,8,p3_3miss
2021-07-04,80,3,0.4242834448814392,nb,shuffled,8,p3_3miss
2021-07-05,80,3,0.4504157304763794,nb,shuffled,8,p3_3miss
2022-03-31,80,3,0.3797825574874878,nb,shuffled,8,p3_3miss
2022-04-05,80,3,0.3675469756126404,nb,shuffled,8,p3_3miss
2022-04-06,80,3,0.3605717420578003,nb,shuffled,8,p3_3miss
2022-04-14,80,3,0.25365203619003296,nb,shuffled,8,p3_3miss
2022-04-15,80,3,0.2666022479534149,nb,shuffled,8,p3_3miss
2022-04-16,80,3,0.27443361282348633,nb,shuffled,8,p3_3miss
2022-04-18,80,3,0.25893840193748474,nb,shuffled,8,p3_3miss
2022-04-23,80,3,0.3535250127315521,nb,shuffled,8,p3_3miss
2022-04-26,80,3,0.30438318848609924,nb,shuffled,8,p3_3miss
2022-04-27,80,3,0.2814905047416687,nb,shuffled,8,p3_3miss
2022-04-28,80,3,0.2688235342502594,nb,shuffled,8,p3_3miss
2022-04-29,80,3,0.2842232882976532,nb,shuffled,8,p3_3miss
2022-05-02,80,3,0.27913808822631836,nb,shuffled,8,p3_3miss
2022-05-03,80,3,0.24489586055278778,nb,shuffled,8,p3_3miss
2022-05-07,80,3,0.3213047683238983,nb,shuffled,8,p3_3miss
2022-05-10,80,3,0.33314821124076843,nb,shuffled,8,p3_3miss
2022-05-14,80,3,0.3420339822769165,nb,shuffled,8,p3_3miss
2022-05-17,80,3,0.3412741720676422,nb,shuffled,8,p3_3miss
2022-06-06,80,3,0.5024188756942749,nb,shuffled,8,p3_3miss
2022-06-26,80,3,0.5455174446105957,nb,shuffled,8,p3_3miss
2022-06-29,80,3,0.5502033233642578,nb,shuffled,8,p3_3miss
2022-06-30,80,3,0.5796686410903931,nb,shuffled,8,p3_3miss
2022-07-01,80,3,0.5855466723442078,nb,shuffled,8,p3_3miss
2022-07-07,80,3,0.5413966178894043,nb,shuffled,8,p3_3miss
2022-07-19,80,3,0.6534287929534912,nb,shuffled,8,p3_3miss
2022-10-01,52,31,0.7872528433799744,nb,shuffled,8,p31_31miss
2022-10-02,52,31,0.769335150718689,nb,shuffled,8,p31_31miss
2022-10-03,52,31,0.7644453048706055,nb,shuffled,8,p31_31miss
2022-10-04,52,31,0.7674741744995117,nb,shuffled,8,p31_31miss
2022-10-05,52,31,0.7512965202331543,nb,shuffled,8,p31_31miss
2022-10-06,52,31,0.734178364276886,nb,shuffled,8,p31_31miss
2022-10-07,52,31,0.7394680380821228,nb,shuffled,8,p31_31miss
2022-10-08,52,31,0.7130805850028992,nb,shuffled,8,p31_31miss
2022-10-09,52,31,0.6273245215415955,nb,shuffled,8,p31_31miss
2022-10-10,52,31,0.6025515794754028,nb,shuffled,8,p31_31miss
2022-10-11,52,31,0.5847600102424622,nb,shuffled,8,p31_31miss
2022-10-12,52,31,0.5869725942611694,nb,shuffled,8,p31_31miss
2022-10-13,52,31,0.5516139268875122,nb,shuffled,8,p31_31miss
2022-10-14,52,31,0.5455998778343201,nb,shuffled,8,p31_31miss
2022-10-15,52,31,0.5024682283401489,nb,shuffled,8,p31_31miss
2022-10-16,52,31,0.49111875891685486,nb,shuffled,8,p31_31miss
2022-10-17,52,31,0.5053786635398865,nb,shuffled,8,p31_31miss
2022-10-18,52,31,0.48286861181259155,nb,shuffled,8,p31_31miss
2022-10-19,52,31,0.4869634509086609,nb,shuffled,8,p31_31miss
2022-10-20,52,31,0.4764246940612793,nb,shuffled,8,p31_31miss
2022-10-21,52,31,0.48199018836021423,nb,shuffled,8,p31_31miss
2022-10-22,52,31,0.48205137252807617,nb,shuffled,8,p31_31miss
2022-10-23,52,31,0.44744250178337097,nb,shuffled,8,p31_31miss
2022-10-24,52,31,0.44819507002830505,nb,shuffled,8,p31_31miss
2022-10-25,52,31,0.479154497385025,nb,shuffled,8,p31_31miss
2022-10-26,52,31,0.448203980922699,nb,shuffled,8,p31_31miss
2022-10-27,52,31,0.47129279375076294,nb,shuffled,8,p31_31miss
2022-10-28,52,31,0.45478925108909607,nb,shuffled,8,p31_31miss
2022-10-29,52,31,0.417021781206131,nb,shuffled,8,p31_31miss
2022-10-30,52,31,0.4226899743080139,nb,shuffled,8,p31_31miss
2022-10-31,52,31,0.4288465082645416,nb,shuffled,8,p31_31miss
2022-12-10,52,31,0.17778325080871582,nb,shuffled,8,p31_31miss
2023-06-01,80,3,0.15455590188503265,nb,shuffled,8,p3_3miss
2023-07-07,80,3,0.7023995518684387,nb,shuffled,8,p3_3miss
2023-07-10,80,3,0.6083084940910339,nb,shuffled,8,p3_3miss
2023-07-13,80,3,0.45364993810653687,nb,shuffled,8,p3_3miss
2023-07-18,80,3,0.30325573682785034,nb,shuffled,8,p3_3miss
2023-07-23,80,3,0.4653290808200836,nb,shuffled,8,p3_3miss
2023-08-26,80,3,0.5432126522064209,nb,shuffled,8,p3_3miss
2024-02-17,29,54,0.4410695433616638,nb,shuffled,8,p54_54miss
2024-02-18,29,54,0.5842007994651794,nb,shuffled,8,p54_54miss
2024-02-19,29,54,0.4395178258419037,nb,shuffled,8,p54_54miss
2024-02-20,29,54,0.5213918089866638,nb,shuffled,8,p54_54miss
2024-02-21,29,54,0.6250401735305786,nb,shuffled,8,p54_54miss
2024-02-22,29,54,0.5533713102340698,nb,shuffled,8,p54_54miss
2024-04-06,80,3,0.26710960268974304,nb,shuffled,8,p3_3miss
2024-04-07,80,3,0.24713759124279022,nb,shuffled,8,p3_3miss
2024-04-14,80,3,0.23575519025325775,nb,shuffled,8,p3_3miss
2024-04-18,29,54,0.2598339915275574,nb,shuffled,8,p54_54miss
2024-04-19,29,54,0.2520948648452759,nb,shuffled,8,p54_54miss
2024-04-20,29,54,0.2771790325641632,nb,shuffled,8,p54_54miss
2024-08-12,80,3,0.4159013628959656,nb,shuffled,8,p3_3miss
2024-08-15,80,3,0.4218980073928833,nb,shuffled,8,p3_3miss
2019-04-03,80,3,0.5122418999671936,bernoulli_median,chrono,6,p3_3miss
2019-04-08,80,3,0.44944971799850464,bernoulli_median,chrono,6,p3_3miss
2019-04-09,80,3,0.47790849208831787,bernoulli_median,chrono,6,p3_3miss
2019-05-01,80,3,0.30577316880226135,bernoulli_median,chrono,6,p3_3miss
2019-05-03,80,3,0.29048916697502136,bernoulli_median,chrono,6,p3_3miss
2019-05-04,80,3,0.28193941712379456,bernoulli_median,chrono,6,p3_3miss
2019-05-14,80,3,0.45634809136390686,bernoulli_median,chrono,6,p3_3miss
2019-06-11,80,3,0.4512309432029724,bernoulli_median,chrono,6,p3_3miss
2019-06-18,80,3,0.5556051731109619,bernoulli_median,chrono,6,p3_3miss
2019-06-20,80,3,0.45010697841644287,bernoulli_median,chrono,6,p3_3miss
2019-06-22,80,3,0.5089341402053833,bernoulli_median,chrono,6,p3_3miss
2019-06-23,80,3,0.5315631628036499,bernoulli_median,chrono,6,p3_3miss
2019-06-24,80,3,0.5155495405197144,bernoulli_median,chrono,6,p3_3miss
2019-07-09,80,3,0.41711220145225525,bernoulli_median,chrono,6,p3_3miss
2019-07-10,80,3,0.4602378010749817,bernoulli_median,chrono,6,p3_3miss
2019-07-12,80,3,0.46470919251441956,bernoulli_median,chrono,6,p3_3miss
2019-07-19,80,3,0.5179449319839478,bernoulli_median,chrono,6,p3_3miss
2019-07-20,80,3,0.5186101198196411,bernoulli_median,chrono,6,p3_3miss
2019-07-21,80,3,0.5829442739486694,bernoulli_median,chrono,6,p3_3miss
2019-07-22,52,31,0.5953149199485779,bernoulli_median,chrono,6,p31_31miss
2019-07-23,52,31,0.5080813765525818,bernoulli_median,chrono,6,p31_31miss
2019-07-25,80,3,0.6507983803749084,bernoulli_median,chrono,6,p3_3miss
2019-07-26,80,3,0.6017014980316162,bernoulli_median,chrono,6,p3_3miss
2019-07-27,52,31,0.4869115352630615,bernoulli_median,chrono,6,p31_31miss
2019-07-30,52,31,0.5389081239700317,bernoulli_median,chrono,6,p31_31miss
2019-07-31,52,31,0.5742441415786743,bernoulli_median,chrono,6,p31_31miss
2019-08-01,52,31,0.6121165156364441,bernoulli_median,chrono,6,p31_31miss
2019-08-02,52,31,0.4563130736351013,bernoulli_median,chrono,6,p31_31miss
2019-08-03,52,31,0.5939640402793884,bernoulli_median,chrono,6,p31_31miss
2019-08-04,52,31,0.5861963033676147,bernoulli_median,chrono,6,p31_31miss
2019-08-05,52,31,0.6649064421653748,bernoulli_median,chrono,6,p31_31miss
2019-08-06,52,31,0.6859275698661804,bernoulli_median,chrono,6,p31_31miss
2019-12-02,80,3,0.43477630615234375,bernoulli_median,chrono,6,p3_3miss
2019-12-08,80,3,0.3943837583065033,bernoulli_median,chrono,6,p3_3miss
2019-12-19,80,3,0.31593260169029236,bernoulli_median,chrono,6,p3_3miss
2019-12-27,80,3,0.2861248254776001,bernoulli_median,chrono,6,p3_3miss
2020-01-01,80,3,0.19514432549476624,bernoulli_median,chrono,6,p3_3miss
2020-01-18,29,54,0.3254286050796509,bernoulli_median,chrono,6,p54_54miss
2020-01-19,29,54,0.24857604503631592,bernoulli_median,chrono,6,p54_54miss
2020-01-20,29,54,0.2209494411945343,bernoulli_median,chrono,6,p54_54miss
2020-01-21,29,54,0.2209494411945343,bernoulli_median,chrono,6,p54_54miss
2020-04-08,80,3,0.47528472542762756,bernoulli_median,chrono,6,p3_3miss
2020-04-09,80,3,0.46818807721138,bernoulli_median,chrono,6,p3_3miss
2020-04-10,80,3,0.40957221388816833,bernoulli_median,chrono,6,p3_3miss
2020-04-11,80,3,0.31242042779922485,bernoulli_median,chrono,6,p3_3miss
2020-04-12,80,3,0.3455471098423004,bernoulli_median,chrono,6,p3_3miss
2020-04-13,80,3,0.3543228805065155,bernoulli_median,chrono,6,p3_3miss
2020-04-14,80,3,0.5191352963447571,bernoulli_median,chrono,6,p3_3miss
2020-04-19,80,3,0.32265007495880127,bernoulli_median,chrono,6,p3_3miss
2020-04-23,80,3,0.4308594763278961,bernoulli_median,chrono,6,p3_3miss
2020-04-25,80,3,0.36739465594291687,bernoulli_median,chrono,6,p3_3miss
2020-04-27,80,3,0.3216851055622101,bernoulli_median,chrono,6,p3_3miss
2020-05-03,80,3,0.3014194667339325,bernoulli_median,chrono,6,p3_3miss
2020-05-08,80,3,0.29805856943130493,bernoulli_median,chrono,6,p3_3miss
2020-05-09,80,3,0.35529816150665283,bernoulli_median,chrono,6,p3_3miss
2020-05-12,80,3,0.39618971943855286,bernoulli_median,chrono,6,p3_3miss
