date,h0,h1,h2,h3,h4
2023-01-04,0.0,0.0,0.0,0.0,1.0
2019-09-20,0.0,1.0,0.0,1.0,1.0
2020-03-06,0.0,0.0,1.0,0.0,0.0
2023-07-05,0.0,1.0,0.0,0.0,1.0
2024-07-01,0.0,1.0,0.0,1.0,1.0
2024-03-14,0.0,0.0,0.0,1.0,1.0
2023-06-29,0.0,1.0,0.0,1.0,1.0
2021-03-18,1.0,0.0,0.0,1.0,1.0
2024-10-13,0.0,0.0,0.0,1.0,1.0
2024-12-02,0.0,0.0,0.0,1.0,1.0
2024-09-06,0.0,0.0,0.0,1.0,1.0
2024-03-30,1.0,0.0,0.0,1.0,1.0
2024-01-01,0.0,0.0,0.0,0.0,1.0
2023-01-01,0.0,0.0,0.0,0.0,1.0
2024-01-25,0.0,0.0,1.0,0.0,0.0
2024-09-29,0.0,1.0,0.0,1.0,1.0
2020-09-07,0.0,1.0,0.0,1.0,1.0
2021-02-13,0.0,0.0,1.0,0.0,0.0
2021-04-15,0.0,0.0,0.0,1.0,1.0
2020-07-10,0.0,1.0,0.0,1.0,1.0
2024-05-13,0.0,1.0,0.0,0.0,1.0
2020-08-27,0.0,1.0,0.0,1.0,1.0
2022-02-13,1.0,0.0,1.683963e-20,1.0,0.0039099623
2022-01-30,1.0,0.0,0.0,0.0,1.0
2021-05-03,1.0,1.0,0.0,1.0,1.0
2023-10-09,0.0,0.0,0.0,1.0,1.0
2022-05-25,0.0,1.0,0.0,0.0,1.0
2022-07-17,0.0,1.0,0.0,1.0,1.0
2022-02-04,1.0,0.0,0.0,0.0,1.0
2019-05-19,0.0,0.0,0.0,1.0,1.0
2021-05-07,1.0,1.0,0.0,1.0,1.0
2019-08-23,0.0,1.0,0.0,1.0,1.0
2021-10-11,0.0,1.0,0.0,0.0,1.0
2023-01-25,0.0,0.0,0.0,0.0,1.0
2021-12-20,0.0,0.0,0.0,0.0,1.0
2020-08-17,0.0,1.0,0.0,1.0,1.0
2020-04-24,1.0,0.0,0.0,1.0,1.0
2020-06-19,0.0,1.0,0.0,0.0,1.0
2021-01-25,0.0,0.0,1.0,0.0,0.0
2023-03-22,1.0,0.0,0.0,1.0,1.0
2021-05-12,1.0,1.0,0.0,1.0,1.0
2019-05-20,0.0,0.0,0.0,1.0,1.0
2023-12-25,0.0,0.0,0.0,0.0,1.0
2023-11-26,0.0,0.0,0.0,0.0,1.0
2022-01-10,1.0,0.0,7.908124e-29,0.0,1.0
2019-08-20,0.0,1.0,0.0,1.0,1.0
2024-11-12,0.0,0.0,0.0,1.0,1.0
2021-02-17,0.0,0.0,0.0,0.0,0.0
2020-11-21,0.0,7.613525e-15,0.0,1.0,1.0
2022-02-20,0.0,0.0,1.0,0.0,0.0
2021-04-17,0.0,0.0,0.0,1.0,1.0
2021-08-19,0.0,1.0,0.0,1.0,1.0
2022-03-27,1.0,0.0,0.0,1.0,1.0
2022-08-02,0.0,1.0,0.0,1.0,1.0
2023-10-14,0.0,0.0,0.0,1.0,1.0
2024-02-27,0.0,0.0,0.0,1.0,1.0
2020-06-25,0.0,1.0,0.0,0.0,1.0
2024-01-07,0.0,0.0,0.0,0.0,1.0
2022-05-20,0.0,1.0,0.0,0.0,1.0
2019-11-12,0.0,0.9999882,0.0,1.0,1.0
2023-05-14,1.0,1.0,0.0,1.4463556e-34,1.0
2021-03-25,1.0,0.0,0.0,1.0,1.0
2023-10-24,0.0,0.0,0.0,1.0,1.0
2023-10-10,0.0,0.0,0.0,1.0,1.0
2023-02-25,0.0,0.0,0.0,0.0,1.0
2024-02-23,0.0,0.0,0.0,1.0,1.0
2023-09-08,0.0,0.0,0.0,1.0,1.0
2019-09-03,0.0,1.0,0.0,1.0,1.0
2023-06-20,0.0,1.0,0.0,1.0,1.0
2024-08-29,0.0,0.0,0.0,1.0,1.0
2019-07-04,0.0,1.0,0.0,1.0,1.0
2020-03-03,0.0,0.0,1.0,0.0,0.0
2020-09-04,0.0,1.0,0.0,1.0,1.0
2021-09-18,0.0,1.0,0.0,1.0,1.0
2020-10-20,0.0,1.0,0.0,1.0,1.0
2019-11-03,0.0,1.0,0.0,1.0,1.0
2023-07-12,0.0,1.0,0.0,1.0,1.0
2021-02-10,0.0,0.0,1.0,0.0,0.0
2022-06-11,0.0,1.0,0.0,1.0,1.0
2023-09-06,0.0,0.0,0.0,1.0,1.0
2024-04-27,1.0,2.4716515e-05,0.0,1.0,1.0
2021-12-12,0.0,0.0,0.0,0.0,1.0
2021-12-16,0.0,0.0,0.0,0.0,1.0
2020-07-13,0.0,1.0,0.0,0.0,1.0
2019-05-28,0.0,1.0,0.0,1.0,1.0
2019-10-14,0.0,1.0,0.0,1.0,1.0
2023-03-23,1.0,0.0,0.0,0.0,1.0
2021-01-10,0.0,0.0,1.0,8.516497e-09,0.0
2024-08-20,0.0,1.0,0.0,1.0,1.0
2021-08-16,0.0,1.0,0.0,1.0,1.0
2021-08-15,0.0,1.0,0.0,1.0,1.0
2023-03-12,0.0,0.0,0.0,0.0,1.0
2024-02-03,4.3605227e-29,0.0,0.0,1.0,1.0
2024-01-04,0.0,0.0,0.0,2.1647372e-26,1.0
2019-12-17,1.0,0.0,0.0,1.0,1.0
2024-06-07,0.0,1.0,0.0,0.0,1.0
2019-08-14,0.0,1.0,0.0,1.0,1.0
2020-12-07,0.0,1.2026921e-23,0.0,0.99994624,1.0
2019-11-16,0.0,8.5017455e-20,0.0,1.0,1.0
2022-09-02,0.0,1.0,0.0,1.0,1.0
2023-10-30,0.0,0.0,0.0,1.0,1.0
2024-07-24,0.0,1.0,0.0,1.0,1.0
2021-09-07,0.0,1.0,0.0,1.0,1.0
2023-07-28,0.0,1.0,0.0,1.0,1.0
2024-11-04,0.0,0.0,0.0,1.0,1.0
2024-04-15,1.0,0.0,0.0,1.0,1.0
2020-12-14,0.0,2.6250268e-31,1.9028504e-14,1.0,1.0
2023-04-11,1.0,0.0,0.0,1.0,1.0
2022-07-16,0.0,1.0,0.0,1.0,1.0
2020-06-29,0.0,1.0,0.0,1.0,1.0
2024-12-05,0.0,0.0,0.0,1.0,1.0
2021-04-03,1.0,0.0,0.0,1.0,1.0
2020-03-13,0.0,0.0,1.0,9.589187e-21,0.0
2020-02-25,0.0,0.0,1.0,0.0,0.0
2023-09-20,0.0,0.0,0.0,1.0,1.0
2024-07-09,0.0,1.0,0.0,1.0,1.0
2020-05-26,0.0,1.0,0.0,1.0,1.0
2024-04-16,1.0,0.0,0.0,1.0,1.0
2024-10-11,0.0,0.0,0.0,1.0,1.0
2024-06-17,0.0,0.0,0.0,0.0,1.0
2022-09-06,0.0,1.0,0.0,1.0,1.0
2023-01-08,0.0,0.0,0.0,0.0,1.0
2022-08-10,0.0,1.0,0.0,1.0,1.0
2022-09-05,0.0,1.0,0.0,1.0,1.0
2021-03-24,1.0,0.0,0.0,1.0,1.0
2020-05-31,0.0,1.0,0.0,0.0,1.0
2022-09-30,0.0,1.0,0.0,1.0,1.0
2023-03-14,0.0,0.0,0.0,0.0,1.0
2023-08-10,0.0,1.0,0.0,1.0,1.0
2022-06-03,0.0,1.0,0.0,1.0,1.0
2022-09-20,0.0,1.0,0.0,1.0,1.0
2023-10-25,0.0,0.0,0.0,1.0,1.0
2021-03-12,1.0,0.0,0.0,0.0,1.0
